,Unnamed: 0,venue_id,name,lat,lng,address,distance,postal_code,cc,city,state,country,category,tip_count,likes,rating,price_tier,reservations,diningOptions,payments,outdoorSeating,serves
78,78,4adcdae8f964a520545921e3,Scandic Sjöfartshotellet,59.318867000000004,18.075670000000002,Katarinavägen 26,2848,,SE,Stockholm,Storstockholm,Sverige,Hotel,21.0,57.0,6.3,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
79,79,518668fa498e42f659501727,ApartDirect,59.301526842935715,18.106720702971405,Hammarby Fabriksväg 93,1582,,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,13.0,6.3,,,,Credit Cards: Yes (incl. Visa & American Express),,
80,80,4bcdb045fb84c9b65a5c223e,First Hotel Fridhemsplan,59.331391683354006,18.030844873435985,S:t Eriksgatan 20,5165,,SE,Stockholm,Storstockholm,Sverige,Hotel,25.0,35.0,6.6,,,,Credit Cards: Yes (incl. American Express),,
81,81,4adcdae9f964a520615921e3,Park Inn By Radisson Solna,59.35967579999999,18.000129,"Hotellgatan 11,",8750,,SE,Solna,Storstockholm,Sverige,Hotel,14.0,30.0,6.5,,,,Credit Cards: Yes (incl. American Express),,
82,82,4ba8f696f964a52051fe39e3,Quality Hotel Nacka,59.30673259999999,18.11836829999993,Värmdövägen 84,2457,,SE,Nacka,Storstockholm,Sverige,Hotel,10.0,22.0,6.0,,,,Credit Cards: Yes,,
83,83,4adcdae9f964a520635921e3,Hotel Lilla Rådmannen,59.339216756553675,18.054514982759763,Rådmansgatan 67,5340,,SE,Stockholm,Storstockholm,Sverige,Hotel,14.0,20.0,6.3,,Yes,,Credit Cards: Yes,,
84,84,4b8f8cd7f964a520c95733e3,Mornington Hotel,59.346836954015636,17.96553678080024,Norrbyvägen 30,8949,,SE,Stockholm,Storstockholm,Sverige,Hotel,14.0,28.0,6.5,,,,Credit Cards: Yes (incl. American Express),,
85,85,4cec1f05948f224b067f045e,First Hotel Royal Star,59.276421031585635,18.010820179423952,Mässvägen 1,4558,,SE,Stockholm,Storstockholm,Sverige,Hotel,4.0,10.0,6.4,,Yes,,Credit Cards: Yes,,
86,86,4adcdaeaf964a520995921e3,Best Western Capital Hotel,59.29565687463096,18.03322613239288,Marknadsvägen 6,2872,,SE,Stockholm,Storstockholm,Sverige,Hotel,4.0,12.0,6.2,,,,Credit Cards: Yes,,
87,87,4bc8e40c762beee160a73d38,ApartHotel,59.302797700000006,18.0016618,Cedergrensvägen 16,4768,,SE,Stockholm,Storstockholm,Sverige,Hotel,5.0,7.0,6.4,,,,Credit Cards: Yes,,
88,88,4bd5b82e9649ce72ab91511d,Ulvsunda Slott Hotel Stockholm,59.34083743061957,17.963993718635898,Margretelundsvägen 125,8591,,SE,Stockholm,Storstockholm,Sverige,Hotel,2.0,12.0,6.7,,,,,,
89,89,4bfafea6f214a593769eae0e,Best Western Kom Hotel,59.3395124,18.0626343,Döbelnsgatan 17,5247,,SE,Stockholm,Storstockholm,Sverige,Hotel,26.0,50.0,6.2,,,,Credit Cards: Yes,,
90,90,4adcdae8f964a5203d5921e3,Elite Hotel Adlon,59.33340575072578,18.056849039328068,Vasagatan 42,4684,,SE,Stockholm,Storstockholm,Sverige,Hotel,11.0,20.0,6.2,,Yes,,Credit Cards: Yes (incl. American Express & MasterCard),,
91,91,4bff8f97ca1920a10ff2ec81,First Kungsbron Hotel,59.33207505236285,18.0534160601036,Västra Järnvägsgatan 17,4613,,SE,Stockholm,Storstockholm,Sverige,Hotel,17.0,20.0,5.9,,,,Credit Cards: Yes,,
92,92,4adcdae9f964a5205b5921e3,Clarion Hotel Amaranten,59.331350199999996,18.045171799999935,Kungsholmsgatan 31,4735,,SE,Stockholm,Storstockholm,Sverige,Hotel,51.0,101.0,5.9,,,,Credit Cards: Yes (incl. American Express),,
93,93,5077494be4b0347051bc9c79,Ibis Styles Stockholm Odenplan,59.34237083148924,18.046766872189774,Vastmannagatan 61,5818,,SE,Stockholm,Storstockholm,Sverige,Hotel,6.0,27.0,6.3,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
94,94,4adcdae9f964a5206d5921e3,Lady Hamilton Hotel,59.3257162,18.0692671,Storkyrkobrinken 5,3666,,SE,Stockholm,Storstockholm,Sverige,Hotel,6.0,7.0,6.0,,,,Credit Cards: Yes,,
95,95,4adcdae8f964a5203e5921e3,Hotel Kung Carl,59.33633888672399,18.071594796295127,Birger Jarlsgatan 21,4806,,SE,Stockholm,Storstockholm,Sverige,Hotel,29.0,35.0,5.9,,,,Credit Cards: Yes (incl. American Express),,
96,96,4b483390f964a520ff4926e3,Eken,59.32072605349546,18.069291906078785,Guldgränd 8,3127,,SE,Stockholm,Storstockholm,Sverige,Restaurant,29.0,56.0,7.1,2.0,Yes,No Delivery,Credit Cards: Yes (incl. American Express & MasterCard),Yes,"Lunch, Dinner, Dessert, "
97,97,4c2e1978987f20a192854aaa,Hotell Bema,59.33769742483283,18.053734525379685,Upplandsgatan 13,5193,,SE,Stockholm,Storstockholm,Sverige,Hotel,5.0,5.0,6.1,,,,Credit Cards: Yes,,
98,98,4e0d8b2aa8099e1525ffcade,Best Western Hotel Bentleys,59.3375888807032,18.057386122482054,Drottninggatan 77,5118,,SE,Stockholm,Storstockholm,Sverige,Hotel,16.0,36.0,5.7,,,,Credit Cards: Yes,,
99,99,4d1c90a909546dcb2233d338,Reimersholmen Hotel,59.318314381478146,18.025112586308282,Reimersholmsgatan 5,4314,,SE,Stockholm,Storstockholm,Sverige,Hotel,8.0,10.0,5.8,,,,Credit Cards: Yes,,
100,100,4b7143d6f964a520913e2de3,Sheraton 360° Restaurant and Bar,59.328746620955954,18.061799367562895,Tegelbacken 6,4103,,SE,Stockholm,Storstockholm,Sverige,Hotel Bar,13.0,30.0,7.4,3.0,Yes,,Credit Cards: Yes,No,Brunch
101,101,53c6b1a2498e684dd009901a,Scandic Klara,59.33385479356277,18.06252854037904,Slöjdgatan 7,4638,,SE,Stockholm,Storstockholm,Sverige,Hotel,10.0,40.0,5.8,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
102,102,4be70e59d4f7c9b60b662720,Good Morning+ Hägersten,59.289702191756184,17.95386306837107,Västertorpsvägen 131,7387,,SE,Stockholm,Storstockholm,Sverige,Hotel,12.0,22.0,5.9,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
103,103,4adcdae9f964a5206c5921e3,Lord Nelson Hotel,59.325317000000005,18.0689923,22 Västerlånggatan,3626,,SE,Stockholm,Storstockholm,Sverige,Hotel,9.0,11.0,5.9,,,,Credit Cards: Yes,,
104,104,4b7038f5f964a520630c2de3,Belgobaren,59.332770999999994,18.058334,Bryggargatan 12,4590,,SE,Stockholm,Storstockholm,Sverige,Gastropub,47.0,150.0,7.6,3.0,Yes,No Delivery,Credit Cards: Yes,No,"Brunch, Lunch, Dinner, "
105,105,4cbb3decdd41a35dc001eda0,Cocktailbaren,59.31474050317046,18.073398519239603,Götgatan 51,2423,,SE,Stockholm,Storstockholm,Sverige,Hotel Bar,5.0,14.0,6.4,3.0,,,Credit Cards: Yes,Yes,
106,106,4b068a3bf964a520dfec22e3,Berns,59.33242168680171,18.074046352822844,Berzelii Park,4355,,SE,Stockholm,Storstockholm,Sverige,Nightclub,72.0,354.0,7.9,3.0,Yes,,Credit Cards: Yes (incl. American Express),Yes,
107,107,4f565110e4b0ffe19722fe2f,Scandic Foresta,59.360123,18.120420000000003,Herserudsvägen 22,7694,,SE,Lidingö,Storstockholm,Sverige,Hotel,3.0,16.0,6.2,,,,Credit Cards: Yes,,
108,108,4bf530b8e5eba593f26f2090,Hotel Riddargatan,59.33448201207308,18.07671055067568,Riddargatan 14,4567,,SE,Stockholm,Storstockholm,Sverige,Hotel,19.0,18.0,5.5,,,,Credit Cards: Yes,,
109,109,4bf632a45e800f470f01e7d4,Forenom Aparthotel,59.334343676582954,17.978919314893588,Vidängsvägen 9,7479,,SE,Stockholm,Storstockholm,Sverige,Hotel,7.0,9.0,6.1,,,,Credit Cards: Yes,,
110,110,4adcdaeaf964a520835921e3,af Chapman Hostel,59.325248832721435,18.080727938930035,Flaggmansvägen 8,3526,,SE,Stockholm,Storstockholm,Sverige,Hostel,14.0,43.0,8.1,,Yes,,Credit Cards: Yes,,
111,111,4adcdae9f964a5207e5921e3,Wasa Park Hotell,59.3390093,18.0388467,Sankt eriksplan 1,5658,,SE,Stockholm,Storstockholm,Sverige,Hotel,3.0,3.0,5.9,,,,,,
112,112,4bf3e8843f86c9b68098b21c,Villa Brevik,59.34802128565326,18.213411569595337,Södra Kungsvägen 254,9542,,SE,Lidingö,Storstockholm,Sverige,Hotel,4.0,3.0,6.3,,,,,,
113,113,4bd1a5c25e0cce72ccc6a184,Acapulco Hotell Stockholm,59.30944306772078,18.080939444978192,Bjurholmsplan 23,1770,,SE,Stockholm,Storstockholm,Sverige,Hotel,0.0,0.0,,,,,,,
114,114,4b543997f964a520f4b427e3,Scandic Norra Bantorget,59.33677457767844,18.056450437288735,Wallingatan 15,5047,,SE,Stockholm,Storstockholm,Sverige,Hotel,18.0,25.0,5.7,,,,Credit Cards: Yes (incl. American Express & MasterCard),,
115,115,4adcdae8f964a520425921e3,Elite Hotel Stockholm Plaza,59.33762404731129,18.06978855872913,Birger Jarlsgatan 29,4963,,SE,Stockholm,Storstockholm,Sverige,Hotel,18.0,24.0,5.6,,,,Credit Cards: Yes (incl. American Express),,
116,116,5745f6a3498ed94570efa907,Americain,59.33494391170779,18.061722858176392,Hötorget 13-15,4767,,SE,Stockholm,Storstockholm,Sverige,Cocktail Bar,6.0,26.0,8.5,3.0,Yes,,Credit Cards: Yes,Yes,
117,117,4af40a5bf964a520e2ef21e3,First Hotel Norrtull,59.3476714,18.040080300000003,Sankt eriksgatan 119,6506,,SE,Stockholm,Storstockholm,Sverige,Hotel,19.0,28.0,5.8,,,,Credit Cards: Yes (incl. American Express),,
